Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
Phantom Thread,2017,Paul Thomas Anderson,"['Drama', 'Romance']",4.5,4.13,130,"['China', 'USA']",English,"['English', 'French']",478792,147821,159323,"['Daniel Day-Lewis', 'Vicky Krieps', 'Lesley Manville', 'Camilla Rutherford', 'Gina McKee', 'Brian Gleeson', 'Harriet Sansom Harris', 'Lujza Richter', 'Julia Davis', 'Julie Vollono', 'Sue Clark', 'Joan Brown', 'Harriet Leitch', 'Dinah Nicholson', 'Julie Duck', 'Maryanne Frost', 'Elli Banks', 'Amy Cunningham', 'Amber Brabant', 'Geneva Corlett', 'Juliet Glaves', 'Philip Franks', 'Tony Hansford', 'Steven F. Thompson', 'George Glasgow', 'Niki Angus-Campbell', 'Georgia Kemball', 'Nick Ashley', 'Ingrid Sophie Schram', 'Ellie Blackwell', 'Zarene Dallas', 'Pauline Moriarty', 'Eric Sigmundsson', 'Phyllis MacMahon', 'Richard Graham', 'Silas Carson', 'Martin Dew', 'James Thomson', 'Tim Ahern', 'Leopoldine Hugo', 'Delia Remy', 'Alice Grenier', 'Emma Clandon', 'Ian Harrod', 'Sarah Lamesch', 'Nicholas Mander', 'Jordon Stevens', 'Michael Stevenson', 'Jane Perry', 'Charlotte Melen', 'Dave Simon', 'David Charles-Cully', 'Louis Hannan', 'Evie Wray', 'Jonathan Wayre', 'Cécile van Dijk', 'Jack Tyson', 'Joshua Tomkins']","['Focus Features', 'Annapurna Pictures', 'Perfect World Pictures', 'JoAnne Sellar Productions', 'Ghoulardi Film Company']",https://letterboxd.com//film/phantom-thread/
The Post,2017,Steven Spielberg,"['History', 'Drama']",4.5,3.44,116,"['India', 'USA']",English,['English'],262066,49164,42484,"['Meryl Streep', 'Tom Hanks', 'Sarah Paulson', 'Bob Odenkirk', 'Tracy Letts', 'Bradley Whitford', 'Bruce Greenwood', 'Matthew Rhys', 'Alison Brie', 'Carrie Coon', 'Jesse Plemons', 'David Cross', 'Zach Woods', 'Pat Healy', 'John Rue', 'Rick Holmes', 'Philip Casnoff', 'Jessie Mueller', 'Stark Sands', 'Michael Cyril Creighton', 'Will Denton', 'Deirdre Lovejoy', 'Michael Devine', 'Kelly Miller', 'Jennifer Dundas', 'Austyn Johnson', 'Brent Langdon', 'Michael Stuhlbarg', 'Deborah Green', 'Gary Wilmes', 'Christopher Innvar', 'Luke Slattery', 'Justin Swain', 'Robert G. McKay', 'Sasha Spielberg', 'Bryan Burton', 'Coral Peña', 'Dan Bittner', 'Kenneth Tigar', 'David Aaron Baker', 'Gannon McHale', 'Kevin Loreque', 'Francis Dumaurier', 'Stephen Mailer', 'Ned Noyes', 'John Henry Cox', 'Dan Bucatinsky', 'David Costabile', 'Johanna Day', 'Annika Boras', 'Carolyn McCormick', 'Susan Blackwell', 'Jordan Baker', 'Lauren Lim Jackson', 'Peter Van Wagner', 'Angus Hepburn', 'James Riordan', 'Kelly AuCoin', 'Cotter Smith', 'Ben Livingston', 'Stephen Rowe', 'Rick Crom', 'Fenton Lawless', 'Cullen Oliver Johnson', 'JaQwan J. Kelly', 'Brett G. Smith', 'Brett Diggs', 'Anthony M Walker', 'Saul Alvarez', 'Theis Weckesser', 'David Beach', 'Shawn Allen McLaughlin', ""Shaun O'Hagan"", 'Thaddeus Daniels', 'Brendan Burke', 'Celeste Arias', 'Sonny Valicenti', 'Patrick Noonan', 'Will Blomker', 'Amy Russ', 'Aaron Roman Weiner', 'Catherine Wolf', 'Joel Nagle', 'Tom Bair', 'Walter Brandes', 'Juliana Davies', 'Hazel Mason', 'Ginger Mason', 'Sawyer Spielberg', 'Mark Jacoby', 'Jon Donahue', 'Seth Barrish', 'Clarke Thorell', 'Joseph Tudisco', 'Steve Witting', 'Gary Galone', 'Frank Ridley', 'Jeremiah Wiggins', 'Alexander Sage Oyen', 'Brittney Johnson', 'Caleb Eberhardt', 'Don McCloskey', 'Estelle Bajou', 'Kaylyn Scardefield', 'Leslie Kujo', 'Lilli Cooper', 'Odiseas Georgiadis', 'Sean Meehan', 'Steven Kearney', 'Curzon Dobell', 'Matthew Piazzi', 'Armand Schultz', 'Jerry Lobrow', 'Mark Pinelli']","['20th Century Fox', 'DreamWorks Pictures', 'Reliance Entertainment', 'Participant', 'Amblin Entertainment', 'Pascal Pictures', 'TSG Entertainment', 'Star Thrower Entertainment']",https://letterboxd.com//film/the-post-2017/
The Shape of Water,2017,Guillermo del Toro,"['Fantasy', 'Drama', 'Romance']",5,3.68,123,['USA'],English,"['English', 'Russian']",1034825,139080,284597,"['Sally Hawkins', 'Doug Jones', 'Michael Shannon', 'Richard Jenkins', 'Octavia Spencer', 'Michael Stuhlbarg', 'David Hewlett', 'Nick Searcy', 'Stewart Arnott', 'Nigel Bennett', 'Lauren Lee Smith', 'Martin Roach', 'Allegra Fulton', 'John Kapelos', 'Morgan Kelly', 'Wendy Lyon', 'Madison Ferguson', 'Jayden Greig', 'Deney Forrest', 'Brandon McKnight', 'Dru Viergever', 'Marvin Kaye', 'Jim Pagiamtzis', 'Cameron Laurie', 'Alexey Pankratov', 'Shane Clinton Jarvis', 'Evgeny Akimov', 'Dave Reachill', 'Matthew Mease', 'Amanda Smith', 'Maxine Grossman', 'Edward Tracz', ""Shaila D'Onofrio"", 'Vanessa Oude-Reimerink', 'Sergey Nikonov', 'Jonelle Gunderson', 'Clyde Whitham', 'Dan Lett', 'Danny Waugh', 'Karen Glave', 'Diego Fuentes', 'Cody Ray Thompson']","['Double Dare You Productions', 'Fox Searchlight Pictures', 'Bull Productions', 'TSG Entertainment']",https://letterboxd.com//film/the-shape-of-water/
"Three Billboards Outside Ebbing, Missouri",2017,Martin McDonagh,"['Crime', 'Drama']",5,4.02,115,"['UK', 'USA']",English,['English'],794883,112687,246939,"['Frances McDormand', 'Woody Harrelson', 'Sam Rockwell', 'Lucas Hedges', 'Abbie Cornish', 'Caleb Landry Jones', 'Peter Dinklage', 'John Hawkes', 'Samara Weaving', 'Zeljko Ivanek', 'Clarke Peters', 'Amanda Warren', 'Kerry Condon', 'Darrell Britt-Gibson', 'Kathryn Newton', 'Sandy Martin', 'Riya May Atwood', 'Selah Atwood', 'Malaya Rivera Drew', 'Christopher Berry', 'Jerry Winsett', 'Brendan Sexton III', 'Alejandro Barrios', 'Jason Ledford', 'Gregory Nassif St. John', 'Allyssa Barley', 'William J. Harrison', 'Eleanor Threatt', 'Michael Aaron Milligan', 'Nick Searcy']","['Blueprint Pictures', 'Cutting Edge Group', 'Fox Searchlight Pictures', 'Film4 Productions']",https://letterboxd.com//film/three-billboards-outside-ebbing-missouri/
Black Panther,2018,Ryan Coogler,"['Adventure', 'Science Fiction', 'Action']",4.5,3.64,135,['USA'],English,"['English', 'Korean', 'Swahili', 'Xhosa']",2418525,267262,782491,"['Chadwick Boseman', 'Michael B. Jordan', ""Lupita Nyong'o"", 'Danai Gurira', 'Martin Freeman', 'Daniel Kaluuya', 'Letitia Wright', 'Winston Duke', 'Sterling K. Brown', 'Florence Kasumba', 'John Kani', 'Angela Bassett', 'Forest Whitaker', 'Andy Serkis', 'David S. Lee', 'Nabiyah Be', 'Isaach De Bankolé', 'Connie Chiume', 'Dorothy Steel', 'Danny Sapani', 'Sydelle Noel', 'Marija Abney', 'Zola Williams', 'Janeshia Adams-Ginyard', 'Maria Hippolyte', 'Marie Mouroum', 'Jénel Stevens', 'Sope Aluko', 'Stan Lee', 'Atandwa Kani', 'Ashton Tyler', 'Denzel Whitaker', 'Shaunette Renée Wilson', 'Christine Hollingsworth', 'Lucy Hockings', 'Bambadjan Bamba', 'Roland Kilumbu', 'Jermaine Holt', 'Dominique Elijah Smith', 'Jalil Jay Lynch', 'Vaughndio Forbes', 'Sasha Morfaw', 'Alexis Louder', 'Francesca Faridany', 'Mark Ashworth', 'Seth Carr', 'Jeremy Sample', 'Chad Crumley', 'Alexis Rhee', 'Danny Chung', 'Liz Elkins Newcomer', 'Tony Sears', 'Alex C. Riley Hughes', 'Clifford Gay', 'Shamel Heath', ""De'Jon Watts"", 'Alex Hibbert', 'Tristan Timmons', 'Tyler Timmons', 'Abraham Clinkscales', 'Thabo Moropane', 'Zani Mogodi', 'Zenzi Williams', 'Trevor Noah', 'T. Love', 'Sebastian Stan']",['Marvel Studios'],https://letterboxd.com//film/black-panther/
BlacKkKlansman,2018,Spike Lee,"['Drama', 'Comedy', 'History', 'Crime']",4.5,3.94,136,['USA'],English,['English'],984803,119423,317328,"['John David Washington', 'Adam Driver', 'Topher Grace', 'Laura Harrier', 'Alec Baldwin', 'Jasper Pääkkönen', 'Corey Hawkins', 'Paul Walter Hauser', 'Ryan Eggold', 'Isiah Whitlock Jr.', 'Robert John Burke', 'Brian Tarantina', 'Arthur J. Nascarella', 'Ken Garito', 'Frederick Weller', 'Michael Buscemi', 'Damaris Lewis', 'Ato Blankson-Wood', 'Dared Wright', 'Faron Salisbury', 'Ashlie Atkinson', 'Victor Colicchio', 'Paul Diomede', 'Elise Hudson', 'Danny Hoch', 'Nicholas Turturro', 'Ryan Preimesberger', 'Harry Belafonte', 'Gina Belafonte', 'Ernest Rayford', 'James Campbell', 'Jared Johnston', 'Michael J. Burg', 'Jeremy J. Nelson', 'Nichelle Bolden']","['Legendary Pictures', 'Monkeypaw Productions', 'Blumhouse Productions', 'QC Entertainment', '40 Acres and a Mule Filmworks', 'Focus Features', 'Perfect World Pictures']",https://letterboxd.com//film/blackkklansman/
Bohemian Rhapsody,2018,Bryan Singer,"['Drama', 'Music']",2,3.38,135,"['UK', 'USA']",English,['English'],1497471,100498,378560,"['Rami Malek', 'Gwilym Lee', 'Ben Hardy', 'Joseph Mazzello', 'Lucy Boynton', 'Aidan Gillen', 'Allen Leech', 'Tom Hollander', 'Mike Myers', 'Aaron McCusker', 'Meneka Das', 'Ace Bhatti', 'Priya Blackburn', 'Max Bennett', 'Dermot Murphy', 'Dickie Beau', 'Jack Roth', 'Neil Fox-Roberts', 'Jess Radomska', 'Michelle Duncan', 'Ross Green', 'Bruce Mackinnon', 'Joshua Higgott', 'Pat Lally', 'William Owen', 'Philip Andrew', 'Tim Plester', 'Felipe Bejarano', 'Kieran Hardcastle', 'Martin Oelbermann', 'Ian Gabriel Dumdum', 'Matt Greenwood', 'Royce Cronin', 'James MacLaren', 'Andrew Bowerman', 'Drew P.', 'Haf Gibson', 'Honor Hellon', 'Rosy Benjamin', 'Leila Crerar', 'Katherine Newman', 'Adam Rauf', 'Peter Howe', 'John Ottman', 'James Wallace', 'Matthew Houston', 'Scott Morrison Watson', 'Devlin Lloyd', 'Stefan Kopiecki', 'Garry Summers', 'Matthew Fredricks', 'Ian Jareth Williamson', 'Adam Lazarus', 'Johanna Thea', 'Adam Lambert', 'Andreea Helen David', 'Jason Lines', 'Adam James Johnston']","['20th Century Fox', 'Regency Enterprises', 'GK Films', 'TSG Entertainment']",https://letterboxd.com//film/bohemian-rhapsody/
The Favourite,2018,Yorgos Lanthimos,"['Thriller', 'Drama', 'Comedy']",5,4.05,119,"['Ireland', 'UK', 'USA']",English,['English'],704665,146154,230427,"['Emma Stone', 'Olivia Colman', 'Rachel Weisz', 'Nicholas Hoult', 'Joe Alwyn', 'Mark Gatiss', 'James Smith', 'Jenny Rainsford', 'Emma Delves', 'Faye Daveney', 'Paul Swaine', 'Jennifer White', 'Lilly-Rose Stevens', 'Denise Mack', 'Willem Dalby', 'Edward Aczel', 'Carolyn Saint-Pé', 'John Locke', 'Everal Walsh', 'Timothy Innes', 'Basil Eidenbenz', 'James Melville', 'Declan Wyer', 'Anthony Dougall', 'Ben English', 'Peter Brookes', 'Wilson Radjou-Pujalte', 'Gavin Henderson', 'Callum Lewin', 'Liam Fleming', 'Angela Hicks', 'Martin Pemberton', 'Luca Wiseman', 'James Perrin', 'Hana McDowell', 'Sam Kemp', 'Djordje Jovanovic', 'Alexis Bennett', 'Chris elms', 'Tim Ingall', 'Ethan Keaton', 'Keith Milner', 'Alfrun Rose', 'Keval Shah', 'Janette Sharpe', 'Luke Thallon', 'Jack Veal', 'Zenobia Voegele-Downing', 'Emily Vinnicombe', 'Hannah Morley', 'Poppy Lawless', 'Roisin Keogh', 'Elizabeth Ita', 'Errol Clayton', 'Antonia Castilla', 'Samuel Bossman', 'Paul Wingrove', 'Nathan Lang', 'Frank Gordon', 'Isaura Barbé-Brown', 'Phelim Kelly', 'Leigh Dent']","['Waypoint Entertainment', 'Element Pictures', 'Scarlet Films', 'Film4 Productions', 'Fox Searchlight Pictures']",https://letterboxd.com//film/the-favourite/
Green Book,2018,Peter Farrelly,"['Drama', 'History']",3.5,3.67,130,['USA'],English,"['English', 'Italian', 'Russian']",675671,82869,170199,"['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini', 'Sebastian Maniscalco', 'Dimiter D. Marinov', 'Mike Hatton', 'P.J. Byrne', 'Joe Cortese', 'Maggie Nixon', 'Von Lewis', 'Jon Sortland', 'Don Stark', 'Anthony Mangano', 'Paul Sloan', 'Quinn Duffy', 'Seth Hurwitz', 'Hudson Galloway', 'Gavin Foley', 'Rodolfo Vallelonga', 'Louis Venere', 'Frank Vallelonga', 'Don DiPetta', 'Jenna Laurenzo', 'Suehyla El-Attar', 'Kenneth Israel', 'Derrick Spears', 'Johnny Williams', 'Randal Gonzalez', 'Iqbal Theba', 'Sharon Landry', 'Nick Vallelonga', 'David An', 'Mike Cerrone', 'Peter Gabb', 'Gertrud Sigle', 'Geraldine Singer', 'Ron Flagge', 'Martin Bats Bradford', 'Ted Huckabee', 'Gralen Bryant Banks', 'Sam Malone', 'Floyd Miles', 'David Kallaway', 'James W. Evermore', 'Harrison Stone', 'Ricky Muse', 'Tom Virtue', 'Christina Simpkins', 'Kermit Burns III', 'Lindsay Brice', 'Shane Partlow', 'Daniel Greene', 'Brian Distance', 'Craig DiFrancia', 'Dennis W. Hall', 'Leslie Castay', 'David Simpson', 'Jim Klock', 'Billy Breed', 'Dane Rhodes', 'Brian Stepanek', 'Jon Michael Davis', 'Montrel Miller', 'Ninja N. Devoe', 'Brian Hayes Currie']","['Participant', 'DreamWorks Pictures', 'Cinetic Media', 'Innisfree Pictures', 'Alibaba Pictures Group']",https://letterboxd.com//film/green-book/
Roma,2018,Alfonso Cuarón,['Drama'],5,4.11,135,"['UK', 'USA']",Spanish,"['Spanish', 'English']",507116,116667,154687,"['Yalitza Aparicio', 'Marina de Tavira', 'Diego Cortina Autrey', 'Carlos Peralta', 'Marco Graf', 'Daniela Demesa', 'Nancy García García', 'Verónica García', 'Fernando Grediaga', 'Jorge Antonio Guerrero', 'José Manuel Guerrero Mendoza', 'Andy Cortés', 'Victor Manuel Resendiz Ruiz', 'Zarela Lizbeth Chinolla Arellano', 'José Luis López Gómez', 'Edwin Mendoza Ramírez', 'Clementina Guadarrama', 'Enoc Leaño', 'Nicolás Peréz Taylor Félix', 'Kjartan Halvorsen']","['Participant', 'Esperanto Filmoj']",https://letterboxd.com//film/roma-2018/
A Star Is Born,2018,Bradley Cooper,"['Music', 'Romance', 'Drama']",4.5,3.6,136,['USA'],English,['English'],959606,104343,228477,"['Lady Gaga', 'Bradley Cooper', 'Sam Elliott', 'Andrew Dice Clay', 'Rafi Gavron', 'Anthony Ramos', 'Dave Chappelle', 'Alec Baldwin', 'Marlon Williams', 'Brandi Carlile', 'Ron Rifkin', 'Barry Shabaka Henley', 'Michael D. Roberts', 'Michael Harney', 'Rebecca Field', 'Derek Kevin Jones', 'Willam Belli', 'Dennis Tong', 'Josh Wells', 'Greg Grunberg', 'D.J. ""Shangela"" Pierce', 'Eddie Griffin', 'Drena De Niro', 'Sanaa Chappelle', 'Leandro De Niro Rodriguez', 'Jacob Schick', 'Gabe Fazio', 'Benjamin Rice', 'Halsey', 'William H. Slattery III', 'Matthew Libatique', 'Robert S. Wilhelm Jr.', 'Luenell', 'Lukas Nelson', 'Anthony LoGerfo', 'Alberto Bof', 'Corey McCormick', 'Jesse Siebenberg', 'Tato Melgar', 'Don Was', 'Victor Indrizzo', 'George Doering', 'Michael Bearden', 'Lenny Castro', 'Chris Kelly', 'Don Roy King', 'Gena Rositano', 'Greg Scarnici', 'Michael Mancini', 'Richy Jackson', 'Christine Grady', 'Imani Wisdom', 'Christopher Martinez', 'Amanda Balen', 'Montana Efaw', 'Caroline M. Diamond', 'Sloan-Taylor Rabinor', 'China Taylor', 'Hunter Goligoski', 'Joey Courteau', 'Julian Astudillo']","['Warner Bros. Pictures', 'Live Nation Productions', 'Metro-Goldwyn-Mayer', 'Peters Entertainment', 'Gerber Pictures', 'Joint Effort']",https://letterboxd.com//film/a-star-is-born-2018/
Vice,2018,Adam McKay,"['Drama', 'Comedy']",4.5,3.4,132,['USA'],English,['English'],294679,47825,53945,"['Christian Bale', 'Amy Adams', 'Steve Carell', 'Sam Rockwell', 'Alison Pill', 'Eddie Marsan', 'Justin Kirk', 'LisaGay Hamilton', 'Jesse Plemons', 'Bill Camp', 'Don McManus', 'Lily Rabe', 'Shea Whigham', 'Stephen Adly Guirgis', 'Tyler Perry', 'Josh Latzer', 'Jeff Bosley', 'Camille James Harman', 'Jillian Armenante', 'Matthew Jacobs', 'Robert L. Hughes', 'Scott Christopher', 'Amir Malaklou', 'Paul Perri', 'Edward Fletcher', 'Brian Woo Young Chung', 'Kawa Mawlayee', 'Alex MacNicoll', 'Cailee Spaeny', 'Brandon Sklenar', 'Casey Sander', 'Joe Sabatino', 'Fay Masterson', 'Dan Gilvary', 'Stephen Friedrich', 'Kyle S. More', 'Robyn Wholey', 'Betsy Koch', 'Elliot Zetumer', 'Kirk Bovill', 'Violet Hicks', 'Colyse Harger', 'Brandon Bales', 'Brian Poth', 'Sam Massaro', 'Doug Simpson', 'Scott Subiono', 'Dennis LaValle', 'Al Carabello', 'Melissa K. Marks', 'Treisa Gary', 'Chris Dougherty', 'John Hillner', 'Grace Rowe', 'Michael Reilly Burke', 'Staci Roberts', 'William Goldman', 'Tony Forsmark', 'Adam Bartley', 'Daniel Bruington', 'Vishesh Chachra', 'Kevin Flood', 'Michael A. Naggi', 'Melissa Schumacher', 'Delpaneaux Wills', 'Scott Alan Smith', 'Paul Yoo', 'Brandon Firla', 'Omid Zader', 'David Yahya', 'Karim Saleh', 'Terri Cavanaugh', 'Stewart J. Zully', 'Ptolemy Slocum', 'Melody Hollis', 'Matt Champagne', 'Joseph Beck', 'Tony Graham', 'Alex Kingi', 'Vanessa Cloke', 'David Fabrizio', 'Matt Miller', 'Mark Bramhall', 'Holly Hawkins', 'John Kellar', 'Dustin Green', 'James Hornbeck', 'Robert Loftin', 'Kevin Symons', 'Stacie Greenwell', 'Amy Moorman', 'Naomi Watts', 'Aidan Gail', 'Alfred Molina']","['Plan B Entertainment', 'Gary Sanchez Productions', 'Annapurna Pictures']",https://letterboxd.com//film/vice-2018/
Ford v Ferrari,2019,James Mangold,"['Drama', 'Action', 'History']",4.5,3.93,153,['USA'],English,"['English', 'French', 'Japanese', 'Italian']",631487,99595,195436,"['Christian Bale', 'Matt Damon', 'Jon Bernthal', 'Caitríona Balfe', 'Josh Lucas', 'Noah Jupe', 'Tracy Letts', 'Remo Girone', 'Ray McKinnon', 'JJ Feild', 'Jack McMullen', 'Corrado Invernizzi', 'Joe Williamson', 'Ian Harding', 'Christopher Darga', 'Shawn Law', 'Emil Beheshti', 'Darrin Prescott', 'Alex Gurney', 'Benjamin Rigby', 'Ben Collins', 'Francesco Bauco', 'Guido Cocomello', 'Adam Mayfield', 'Sean Carrigan', 'Lachlan Buchanan', 'Giles Matthey', 'Rudolf Martin', 'Evan Arnold', 'Darin Cooper', 'Elizabeth Dement', 'Wallace Langham', 'Jonathan LaPaglia', 'Brad Beyer', 'Ottavio Taddei', 'Giovanni Cirfiera', 'Wyatt Nash', 'Drew Rausch', 'Ward Horton', 'Luiggi Debiasse', 'Michael Lanahan', 'Tanner Foust', 'Peter Arpesella', 'Andrew Burlinson', 'Lou Beatty Jr.', 'Clement Larue', 'Olivier Blin', 'Marc Forget', 'Stephane Fiorenza', 'Joss Glennie-Smith', 'Tim Banning', 'Arron Shiver', 'Paul Fox', 'Zack Zublena', 'Aylam Orian', 'Kirt Kishita', 'Stefania Spampinato', 'Gian Franco Tordi', 'Cameron Taylor', 'James Tappan', ""Ryan O'Dell"", 'Mario Di Donato', 'Bonnie Antonini', 'Jenelle McKee', 'Grace Fae', 'Jan Munroe', 'Marisa Petroro', 'Leif Carlgren', 'Jon Francis Ueberroth', 'Camillo Faieta', 'Steven Ziel', 'Vernon Dew', 'Angelo Dibello', 'Larsen Deane', 'Craig Frosty Silva', 'Brad McCabe', 'Brent Pontin', 'Mark Krenik', 'Thomas John Rudolph', 'Emmeline Luka Bale']","['20th Century Fox', 'TSG Entertainment', 'Chernin Entertainment', 'Turnpike Films']",https://letterboxd.com//film/ford-v-ferrari/
The Irishman,2019,Martin Scorsese,"['History', 'Drama', 'Crime']",4.5,3.92,209,['USA'],English,"['English', 'Italian', 'Latin', 'Spanish']",801730,160777,228135,"['Robert De Niro', 'Al Pacino', 'Joe Pesci', 'Stephen Graham', 'Ray Romano', 'Harvey Keitel', 'Bobby Cannavale', 'Anna Paquin', 'Stephanie Kurtzuba', 'Kathrine Narducci', 'Welker White', 'Jesse Plemons', 'Jack Huston', 'Domenick Lombardozzi', 'Paul Herman', 'Louis Cancelmi', 'Gary Basaraba', 'Marin Ireland', 'Sebastian Maniscalco', 'Steven Van Zandt', 'Lucy Gallina', 'Jonathan Morris', 'Dascha Polanco', 'Bo Dietl', 'Aleksa Palladino', 'Daniel H. Jenkins', 'Jim Norton', 'Billy Smith', ""Kevin O'Rourke"", 'Action Bronson', 'Glenn Cunningham', 'Paul Ben-Victor', 'Patrick Gallo', 'James Martin', 'Jake Hoffman', 'Barry Primus', 'Danny A. Abeckaser', 'Anthony J. Gallo', 'J. C. MacKenzie', 'Joseph Bono', 'Jamil Antonio Stefan', 'Louis Vanaria', 'Craig Vincent', 'John Polce', 'Joseph Riccobene', 'Vinny Vella', 'Thomas E. Sullivan', 'John Cenatiempo', 'Robert Mladinich', 'Rich Reilly', 'Robert Funaro', 'Tess Price', 'Jennifer Mudge', 'India Ennenga', 'Jordyn DiNatale', 'Kate Arrington', 'Bernie Martin', 'Philip Suriano', 'Tony Suriano', 'Jason A. Iannacone', 'Michael C. Brennan', 'James P. Harkins', 'Al Linea', 'Garry Pastore', 'Frank Pietrangolare', 'Frank Aquilino', 'Johnny T. Sollitto', 'Patrick Murney', 'Samantha Soule', 'Richard V. Licata', 'Vito Picone', 'Larry Mazza', 'Craig DiFrancia', 'Ira Drukier', 'Jon Bruno', 'Paul Borghese', 'Steven Maglio', 'James Licata', 'Veronica Alicino', 'Mike Massimino', 'James Ciccone', 'Ron Castellano', 'Marco Greco', 'Meghan Rafferty', 'Aldo Sergi', 'James Lorinz', 'Jeffrey Paul', 'Robert C. Kirk', 'Vince Maritato', 'Lawrence Smith', 'Rebecca Faulkenberry', 'Ken Wulf Clark', 'John Rue', 'Steve Routman', 'Fernando Vera', 'Peter Claymore', 'Charles DelGatto', 'Michael Gongora', 'Eugene Bunge', ""Matthew F. O'Connor"", 'Cliff Moylan', 'Vincenzo DelRiccio', 'Steve Beauchamp', 'Alfred Sauchelli, Jr.', 'Joe Giorgio', 'Diana Agostini', 'Lauren Aparicio', ""Kelley Rae O'Donnell"", 'John Garrett Greer', 'Jack Caruso', 'John Scurti', 'Thomas J. Jenkins', 'Steve Witting', 'Luke Smith', 'Brent Langdon', 'James D. Forsha', 'Giacomino J. Matra', 'Paul Pearlman', 'Frank L. Messina', 'Cilda Shaur', 'Dominick LaRuffa Jr.', 'Erick Zamora', 'Joe Caniano', 'Lou Martini Jr.', 'Michael Bottari', 'John Bianco', 'Margaret Anne Florence', 'Siena Marino', 'Lori Arkin', 'Nicholas Chrysan', 'Samantha Coppola', 'Logan Crawford', 'Jeff DeHart', 'Mark Fairchild', 'Blaise Corrigan', 'Jill Brown', 'Tim Neff', 'Matt Walton', 'Peter Jay Fernandez', 'Stephen Mailer', 'Gino Cafarelli', 'Robin Kerbis', 'Lucia Giannetta', 'Michael Romeo Ruocco', 'Anne Horak', 'Nina Lafarga', 'Clark Carmichael', 'Joseph Russo', 'Jeremy Luke', 'Barbara Eyland', 'Tracy J. Everitt', 'Saint Marino', 'Mario Corry', 'Johnny Potenza', 'Joe Passaro', 'Patrick Borriello', 'Alfred Nittoli', 'David Aaron Baker', 'Stanley Burns', 'Bill Timoney', 'Thomas J. McDonald', 'Virl Andrick', 'Ernest L. Sanders Jr.', 'Bill McHugh', 'Kevin Kane', 'Amelia Brain', ""Craig 'Radioman' Castaldo"", 'Jacqueline Kennedy', 'John F. Kennedy', 'Fidel Castro', 'Michael Iacono', 'Dean Ciallella', 'Vanessa Mitchell', 'Tommy Bayiokos', 'Michael Cullum', 'Rick Bolander', 'Shade Rupe', 'Amanda Kloots', 'Ian Zelbo', 'Steven Maglio', 'Brittany Bigelow', 'Madison Eastman', 'Purdie Baumann', 'Jesse Wildman', 'Neil Posner', 'Michael Leviton', 'Bridget Barkan', 'Andrea Weinzierl', 'Richard V. Pagano', 'Nicholas Wight']","['Tribeca Productions', 'Sikelia Productions', 'Winkler Films']",https://letterboxd.com//film/the-irishman-2019/
Jojo Rabbit,2019,Taika Waititi,"['War', 'Drama', 'Comedy']",4.5,4.04,108,"['Czechia', 'New Zealand', 'USA']",English,"['English', 'German']",1618708,203465,659764,"['Roman Griffin Davis', 'Thomasin McKenzie', 'Scarlett Johansson', 'Taika Waititi', 'Sam Rockwell', 'Rebel Wilson', 'Alfie Allen', 'Stephen Merchant', 'Archie Yates', 'Luke Brandon Field', 'Joe Weintraub', 'Brian Caspe', 'James McVan', 'Judith Georgi', 'Victoria Hogan', 'Bethany Adams', 'Iva Šindelková', 'Matej Seifert', 'Trish Osmond', 'Odeta Cali', 'Samuel Bogner', 'Robert East', 'Curtis Matthew', 'Hardy Griffin Davis', 'Christian Howlings', 'Billy Rayner', 'Gabriel Andrews', 'Stanislav Callas', 'Sam Haygarth', 'Issy Stewart', 'Gilby Griffin Davis', 'Adolf Hitler']","['Fox Searchlight Pictures', 'Defender Films', 'Piki Films', 'TSG Entertainment', 'Czech Anglo Productions']",https://letterboxd.com//film/jojo-rabbit/
